spcode,sciname,status,listyear
Q27I,Cornutia obovata,Endangered,1988
Q28N,Daphnopsis hellerana,Endangered,1988
Q294,Echinocereus chisoensis var. chisoensis,Threatened,1988
Q2B8,Helonias bullata,Threatened,1988
Q2U6,Hymenoxys herbacea,Threatened,1988
Q2BS,Iris lacustris,Threatened,1988
Q1YN,Lomatium bradshawii,Endangered,1988
Q1YT,Marshallia mohrii,Threatened,1988
Q2EM,Oxytropis campestris var. chartacea,Threatened,1988
Q2H9,Ptilimnium nodosum,Endangered,1988
Q211,Quercus hinckleyi,Threatened,1988
Q2I0,Sarracenia rubra ssp. jonesii,Endangered,1988
Q2J3,Solanum drymophilum,Endangered,1988
Q21T,Solidago albopilosa,Threatened,1988
Q2J5,Solidago houghtonii,Threatened,1988
Q2KU,Trichilia triacantha,Endangered,1988
Q2RG,Trillium reliquum,Endangered,1988
S015,Isoetes melanospora,Endangered,1988
S019,Isoetes tegetiformans,Endangered,1988
S00V,Polystichum aleuticum,Endangered,1988
A0AD,Leptonycteris curasoae yerbabuenae,Recovery,1988
Q21T,Solidago albopilosa,Recovery,1988
A0C9,Peromyscus polionotus niveiventris,Threatened,1989
A0BM,Peromyscus polionotus phasma,Endangered,1989
D011,Plethodon nettingi,Threatened,1989
D01G,Plethodon shenandoah,Endangered,1989
E01L,Cottus paulus (=pygmaeus),Threatened,1989
E02A,Gila seminuda (=robusta),Endangered,1989
E01G,Percina rex,Endangered,1989
E03E,Rhinichthys osculus lethoporus,Endangered,1989
E03B,Rhinichthys osculus oligoporus,Endangered,1989
F01X,Hemistena lata,Endangered,1989
F020,Lampsilis streckeri,Endangered,1989
F00S,Obovaria retusa,Endangered,1989
G00K,Inflectarius magazinensis,Recovery,1989
I028,Nicrophorus americanus,Endangered,1989
Q24Z,Amsonia kearneyana,Endangered,1989
Q2XA,Arabis serotina,Endangered,1989
Q1T1,Argemone pleiacantha ssp. pinnatisecta,Endangered,1989
Q1TA,Astragalus osterhoutii,Endangered,1989
Q1TV,Campanula robinsiae,Endangered,1989
Q1U0,Cardamine micranthera,Endangered,1989
Q1XA,Hexastylis naniflora,Threatened,1989
Q1XO,Justicia cooleyi,Endangered,1989
Q1XZ,Liatris ohlingerae,Endangered,1989
Q2YC,Penstemon penlandii,Endangered,1989
Q2GG,Platanthera leucophaea,Threatened,1989
Q2YD,Platanthera praeclara,Threatened,1989
Q212,Ranunculus aestivalis (=acriformis),Endangered,1989
Q2HH,Rhus michauxii,Endangered,1989
Q2HZ,Sarracenia rubra ssp. alabamensis,Endangered,1989
Q231,Thalictrum cooleyi,Endangered,1989
Q2WX,Ziziphus celata,Endangered,1989
S00O,Asplenium scolopendrium var. americanum,Threatened,1989
A0FS,Eumetopias jubatus,Recovery,1990
A0FS,Eumetopias jubatus,Endangered,1990
A0AA,Sylvilagus palustris hefneri,Endangered,1990
B07W,Dendroica chrysoparia,Endangered,1990
B08B,Strix occidentalis caurina,Threatened,1990
C04L,Gopherus agassizii,Similarity of Appearance to a Threatened Taxon,1990
E04C,Notropis cahabae,Endangered,1990
E03S,Noturus placidus,Threatened,1990
E06D,Oncorhynchus (=Salmo) tshawytscha,Endangered,1990
E06X,Scaphirhynchus albus,Endangered,1990
F029,Alasmidonta heterodon,Endangered,1990
F02H,Cyprogenia stegaria,Endangered,1990
F006,Epioblasma obliquata obliquata,Endangered,1990
F02I,Lampsilis powellii,Threatened,1990
F01O,Potamilus inflatus,Threatened,1990
I02C,Cicindela dorsalis dorsalis,Threatened,1990
I02D,Cicindela puritana,Threatened,1990
K02F,Palaemonetes cummingi,Threatened,1990
Q1SW,Apios priceana,Threatened,1990
Q25J,Aristida portoricensis,Endangered,1990
Q1T8,Astragalus cremnophylax var. cremnophylax,Endangered,1990
Q26M,Calyptronoma rivalis,Threatened,1990
Q2Y8,Caulanthus californicus,Endangered,1990
Q26W,Chamaecrista glandulosa var. mirabilis,Endangered,1990
Q2TD,Eremalche kernensis,Endangered,1990
Q2TE,Eriastrum hooveri,Original Data in Error - New Information Discovered,1990
Q1WM,Geum radiatum,Endangered,1990
Q2AX,Harrisia portoricensis,Threatened,1990
Q2B3,Hedyotis purpurea var. montana,Endangered,1990
Q1XV,Lepidium barnebyanum,Endangered,1990
Q351,Lesquerella congesta,Threatened,1990
Q1XX,Lesquerella lyrata,Threatened,1990
Q2DN,Mimulus michiganensis,Endangered,1990
Q34W,Monolopia (=Lembertia) congdonii,Endangered,1990
Q2YG,Opuntia treleasei,Endangered,1990
Q2EK,Ottoschulzia rhodoxylon,Endangered,1990
Q2VH,Physaria obcordata,Threatened,1990
Q2VT,Sagittaria secundifolia,Threatened,1990
Q21W,Spigelia gentianoides,Endangered,1990
Q2R1,Spiraea virginiana,Threatened,1990
Q2JA,Stahlia monosperma,Threatened,1990
A0BJ,Aplodontia rufa nigra,Endangered,1991
A0ET,Microtus pennsylvanicus dukecampbelli,Endangered,1991
A083,Oryzomys palustris natator,Endangered,1991
A0G0,Puma (=Felis) concolor (all subsp. except coryi),Similarity of Appearance to a Threatened Taxon,1991
B08A,Corvus leucognaphalus,Endangered,1991
C025,Graptemys flavimaculata,Threatened,1991
E04W,Acipenser oxyrinchus (=oxyrhynchus) desotoi,Threatened,1991
E054,Xyrauchen texanus,Endangered,1991
F00U,Arkansia wheeleri,Endangered,1991
F033,Pleurobema gibberum,Endangered,1991
F00C,Quadrula fragosa,Endangered,1991
G01M,Oxyloma haydeni kanabensis,Endangered,1991
G05P,Pyrgulopsis neomexicana,Endangered,1991
G03Q,Tryonia alamosae,Endangered,1991
G04X,Tulotoma magnifica,Threatened,1991
I01Q,Boloria acrocnema,Endangered,1991
I00K,Neonympha mitchellii mitchellii,Endangered,1991
Q1SJ,Abutilon eremitopetalum,Endangered,1991
Q1SL,Abutilon sandwicense,Endangered,1991
Q2Z8,Astragalus bibullatus,Endangered,1991
Q1TO,Blennosperma bakeri,Endangered,1991
Q30Q,Centaurium sebaeoides,Endangered,1991
Q1UR,Conradina verticillata,Threatened,1991
Q3A8,Cranichis ricartii,Endangered,1991
Q27U,Cryptantha crassipes,Endangered,1991
Q2SU,Cyanea macrostegia ssp. gibsonii,Endangered,1991
Q284,Cyanea pinnatifida,Endangered,1991
Q1V6,Cyanea superba,Endangered,1991
Q31X,Cyanea undulata,Endangered,1991
Q28M,Dalea foliosa,Endangered,1991
Q2T8,Dubautia herbstobatae,Endangered,1991
Q32P,Dubautia pauciflorula,Endangered,1991
Q1U7,Euphorbia celastroides var. kaenana,Endangered,1991
Q30T,Euphorbia kuwaleana,Endangered,1991
Q1WI,Gahnia lanaiensis,Original Data in Error - Taxonomic Revision,1991
Q1WQ,Gouania meyenii,Endangered,1991
Q2B7,Helianthus schweinitzii,Endangered,1991
Q1X8,Hesperomannia arbuscula,Endangered,1991
Q1X9,Hesperomannia lydgatei,Endangered,1991
Q2BU,Isodendrion hosakae,Endangered,1991
Q1X0,Kadua degeneri,Endangered,1991
Q1X2,Kadua parvula,Endangered,1991
Q1X5,Kadua st.-johnii,Endangered,1991
Q2C3,Labordia lydgatei,Endangered,1991
Q1XU,Lasthenia burkei,Endangered,1991
Q2C5,Lepanthes eltoroensis,Endangered,1991
Q1Y1,Limnanthes vinculans,Endangered,1991
Q1YC,Lipochaeta lobata var. leptophylla,Endangered,1991
Q1YK,Lobelia niihauensis,Endangered,1991
Q1YS,Manihot walkerae,Endangered,1991
Q2D0,Melanthera tenuifolia,Endangered,1991
Q1ZH,Neraudia angulata,Endangered,1991
Q1ZL,Nototrichium humile,Endangered,1991
Q205,Phlox nivalis ssp. texensis,Endangered,1991
Q206,Phyllostegia glabra var. lanaiensis,Endangered,1991
Q2FT,Phyllostegia mollis,Endangered,1991
Q20U,Potamogeton clystocarpus,Endangered,1991
Q213,Remya kauaiensis,Endangered,1991
Q214,Remya mauiensis,Endangered,1991
Q2YH,Remya montgomeryi,Endangered,1991
Q216,Rhynchospora knieskernii,Threatened,1991
Q38R,Sanicula mariversa,Endangered,1991
Q2VV,Schiedea apokremnos,Endangered,1991
Q21F,Schiedea kaalae,Endangered,1991
Q1SQ,Schiedea obovata,Endangered,1991
Q1SR,Schiedea trinervis,Endangered,1991
Q2W3,Schoepfia arenaria,Threatened,1991
Q21H,Scirpus ancistrochaetus,Endangered,1991
Q39A,Silene perlmanii,Endangered,1991
Q21P,Silene polypetala,Endangered,1991
Q39D,Sisyrinchium dichotomum,Endangered,1991
Q228,Tetramolopium filiforme,Endangered,1991
Q229,Tetramolopium lepidotum ssp. lepidotum,Endangered,1991
Q22A,Tetramolopium remyi,Endangered,1991
Q23M,Urera kaalae,Endangered,1991
Q23S,Viola chamissoniana ssp. chamissoniana,Endangered,1991
Q23T,Viola helenae,Endangered,1991
Q23V,Viola lanaiensis,Endangered,1991
Q2MP,Xyris tennesseensis,Endangered,1991
S00Q,Asplenium dielfalcatum,Endangered,1991
Q2SU,Cyanea gibsonii,Endangered,1991
Q30Q,Schenkia sebaeoides,Endangered,1991
A0G1,Ursus americanus,Similarity of Appearance to a Threatened Taxon,1992
A08F,Ursus americanus luteolus,Recovery,1992
B08C,Brachyramphus marmoratus,Threatened,1992
E05Y,Cyprinella caerulea,Threatened,1992
E06Y,Oncorhynchus (=Salmo) nerka,Endangered,1992
E06D,Oncorhynchus (=Salmo) tshawytscha,Threatened,1992
E05S,Percina aurolineata,Threatened,1992
G05Q,Lanx sp.,Endangered,1992
G01L,Physa natricina,Endangered,1992
G04D,Pyrgulopsis idahoensis,Original Data in Error - Erroneous Data,1992
G01K,Taylorconcha serpenticola,Threatened,1992
G05R,Valvata utahensis,Original Data in Error - New Information Discovered,1992
I00F,Lycaeides melissa samuelis,Endangered,1992
I00N,Speyeria zerene myrtleae,Endangered,1992
K02C,Lirceus usdagalun,Endangered,1992
Q1SM,Acaena exigua,Endangered,1992
Q24J,Aeschynomene virginica,Threatened,1992
Q1SO,Alectryon macrococcus,Endangered,1992
Q1T3,Argyroxiphium sandwicense ssp. macrocephalum,Threatened,1992
Q1TK,Bidens micrantha ssp. kalealaha,Endangered,1992
Q1TN,Bidens wiebkei,Endangered,1992
Q1TS,Brighamia rockii,Endangered,1992
Q26J,Callicarpa ampla,Endangered,1992
Q1TX,Canavalia molokaiensis,Endangered,1992
Q270,Chorizanthe howellii,Endangered,1992
Q1UF,Chorizanthe valida,Endangered,1992
Q315,Clematis morefieldii,Endangered,1992
Q317,Clermontia oblongifolia ssp. brevipes,Endangered,1992
Q318,Clermontia oblongifolia ssp. mauiensis,Endangered,1992
Q2ST,Cyanea lobata,Endangered,1992
